:START_ID(business_id),:END_ID(Ambience),:TYPE
XqOSW0xVG7796_l_5-ai1A,casual,IN_AMBIENCE
_6BDxk8486ZYiRwpPmQewg,casual,IN_AMBIENCE
s4sR4VUo5bzMcpXuiAj-EA,casual,IN_AMBIENCE
4sZVseAd2XZrSReEmBlMFQ,casual,IN_AMBIENCE
TqDErLK4t0TfSiFzxuocuQ,casual,IN_AMBIENCE
t33PAjYsxtFw--8NpLKfNg,classy,IN_AMBIENCE
t33PAjYsxtFw--8NpLKfNg,casual,IN_AMBIENCE
Lmb-iJGzBu_1W-dEvB3TBQ,romantic,IN_AMBIENCE
Lmb-iJGzBu_1W-dEvB3TBQ,classy,IN_AMBIENCE
CBDzS_gMn_-jO3_4XXVYeA,casual,IN_AMBIENCE
XmlF_2NbH65tDiSd2u2M5A,casual,IN_AMBIENCE
k2qArgJgsWWrtWT_r0rRlQ,casual,IN_AMBIENCE
srk9xvVrkXrEKUP-7oXAfQ,casual,IN_AMBIENCE
8o3w3Tu368WTFz45rMLvYQ,classy,IN_AMBIENCE
8o3w3Tu368WTFz45rMLvYQ,casual,IN_AMBIENCE
t13D7cAJSWtJj19uatqoXA,trendy,IN_AMBIENCE
4OX0hYoXnXB9ihtptZByug,trendy,IN_AMBIENCE
s_sEMaNkRtwjEFJfStaOgQ,classy,IN_AMBIENCE
s_sEMaNkRtwjEFJfStaOgQ,casual,IN_AMBIENCE
EP9K6qXOyHFq_0tp93wh9Q,casual,IN_AMBIENCE
EP9K6qXOyHFq_0tp93wh9Q,classy,IN_AMBIENCE
LGYzaCmNj3_FiG-r8U1-mw,classy,IN_AMBIENCE
wz_wBcvlHhLi6DGKi_MPOw,casual,IN_AMBIENCE
YCLI8aFvdM3uUE-MgrPJZQ,casual,IN_AMBIENCE
L-vZQuTZFNqjRdXdUnlurQ,trendy,IN_AMBIENCE
L-vZQuTZFNqjRdXdUnlurQ,casual,IN_AMBIENCE
gk3hzKydevLKZ2FVmJdt-A,casual,IN_AMBIENCE
jRbCgGm1cpIcBZf-vOhJvA,hipster,IN_AMBIENCE
jRbCgGm1cpIcBZf-vOhJvA,trendy,IN_AMBIENCE
jRbCgGm1cpIcBZf-vOhJvA,casual,IN_AMBIENCE
FQbLZ_N_VuinjfBFxzK3TQ,classy,IN_AMBIENCE
qJcmu67ZEQ4bd1m9Kh_T1w,casual,IN_AMBIENCE
MqJlz0N3ujhtZCWnJmOpZg,romantic,IN_AMBIENCE
MqJlz0N3ujhtZCWnJmOpZg,intimate,IN_AMBIENCE
MqJlz0N3ujhtZCWnJmOpZg,classy,IN_AMBIENCE
MqJlz0N3ujhtZCWnJmOpZg,casual,IN_AMBIENCE
47IVPsHZAA0soPvidEnNbw,casual,IN_AMBIENCE
LhQ_DPEESCNf-hy-GrrMdQ,casual,IN_AMBIENCE
PADyvVwZoY8waIraBOrN7g,casual,IN_AMBIENCE
1lOOo2L-Q9jvJAs-nN9dlQ,romantic,IN_AMBIENCE
JXXjN3mw4zKdBTpRtVQKcg,casual,IN_AMBIENCE
0wX-W6ljNl0qJVEaE3tEbQ,casual,IN_AMBIENCE
MsWmW4SkisV0uJIBxeNstA,casual,IN_AMBIENCE
_vpIEol9cEn3Y3KLpwbGkg,casual,IN_AMBIENCE
cg-5DuEk0AMzuILNx8FGtg,casual,IN_AMBIENCE
BnbHihkBM50Xq-uBy5bpcg,casual,IN_AMBIENCE
_CYSduKMEb9c_q2zX63dmQ,casual,IN_AMBIENCE
FzlicQyHeIbLGreKpfrOmw,casual,IN_AMBIENCE
UGHVZSx-t_bVeMfFE-MYwQ,casual,IN_AMBIENCE
jeL2UXjzEqjAj9hXhIdagg,trendy,IN_AMBIENCE
3lz2SeaByGnNHkqefOOw7g,classy,IN_AMBIENCE
3lz2SeaByGnNHkqefOOw7g,casual,IN_AMBIENCE
_GWFsg1dl--bf7SnnCH4zg,casual,IN_AMBIENCE
zJo7j03ZP32Ou3YdGh5fQg,casual,IN_AMBIENCE
zJo7j03ZP32Ou3YdGh5fQg,trendy,IN_AMBIENCE
23hSJ8QvSK0J7pcqXARrOA,casual,IN_AMBIENCE
jBgAnt-Espd14jxCshc1SQ,casual,IN_AMBIENCE
5RZPAro3mrnVVIQ9FESIyw,casual,IN_AMBIENCE
K0Cw8KXgF23sEji9TnfBkA,romantic,IN_AMBIENCE
K0Cw8KXgF23sEji9TnfBkA,classy,IN_AMBIENCE
byc92hBKz0DKvjcpl76LRQ,trendy,IN_AMBIENCE
byc92hBKz0DKvjcpl76LRQ,classy,IN_AMBIENCE
wzR95QhtA8xn7cLEfsQWmw,casual,IN_AMBIENCE
pIoIdh3M-RQ9ohTtgzGd9A,casual,IN_AMBIENCE
14V1okj0kDg2JU6ykdeKLw,casual,IN_AMBIENCE
9rqb7gBJPbsFuESZfVMaXQ,romantic,IN_AMBIENCE
9rqb7gBJPbsFuESZfVMaXQ,classy,IN_AMBIENCE
UQxzV_rY0rdbW9pPR2dsTg,casual,IN_AMBIENCE
lgxwrbvtz-Vqhc-oryi5qQ,classy,IN_AMBIENCE
YvkadIJ-G9OPpnCOSW2ISg,classy,IN_AMBIENCE
YvkadIJ-G9OPpnCOSW2ISg,casual,IN_AMBIENCE
bjZQ8Ql0QzlRW6GgdgIytw,casual,IN_AMBIENCE
yvVJxONMGqOzO1ouw77J3Q,hipster,IN_AMBIENCE
yvVJxONMGqOzO1ouw77J3Q,casual,IN_AMBIENCE
yvVJxONMGqOzO1ouw77J3Q,trendy,IN_AMBIENCE
u7bo1o8ry-fvb6PbvtZJzQ,casual,IN_AMBIENCE
BKlw_Ao7FK01I5j9w_EXwA,trendy,IN_AMBIENCE
a2NKecVY4wof4NGSc4hFXg,divey,IN_AMBIENCE
i92ouDpINZXfL5gov7I5Kw,casual,IN_AMBIENCE
oC43ya3FFAG256bEXyXm2g,classy,IN_AMBIENCE
oC43ya3FFAG256bEXyXm2g,casual,IN_AMBIENCE
RnF36ZCuwHxpoFXf2aXX1g,casual,IN_AMBIENCE
OQQEhFY3Nvb5_jkmcQQDyw,casual,IN_AMBIENCE
uSRW0_iRB_Ri_qO_fz9VjA,casual,IN_AMBIENCE
giGFpZkRy89cUzgTuyfNGA,casual,IN_AMBIENCE
9kRo0ULH--EDQwI69Shw-w,divey,IN_AMBIENCE
FN1sLS5hfMydZX94SYD1QA,casual,IN_AMBIENCE
riwJWxj4850tGBhRahDt7g,intimate,IN_AMBIENCE
riwJWxj4850tGBhRahDt7g,classy,IN_AMBIENCE
5c_jYz4IolgGdrJLabSTew,casual,IN_AMBIENCE
8hWGADp-m3NzX1-oSXPwPQ,classy,IN_AMBIENCE
NsTtjA9ZuJVr6pHApkOXsw,classy,IN_AMBIENCE
NsTtjA9ZuJVr6pHApkOXsw,casual,IN_AMBIENCE
T7pfUqFPaxJWLquFePSLcw,casual,IN_AMBIENCE
Uz4ezmjEr2SawQL3zRcoZQ,casual,IN_AMBIENCE
K32hC2muzKilZkUs9RJhcw,casual,IN_AMBIENCE
ojmk4fKI4_8ZqRggwlxUpw,divey,IN_AMBIENCE
tILA8ctsD_OZIcM2IfSyQA,casual,IN_AMBIENCE
ELgR35KIlpuTMeWi6tFP7g,trendy,IN_AMBIENCE
ifEkf8JxP3RCBeszcIGLww,casual,IN_AMBIENCE
VbzoVWEPSfzaIGBq4KlVwQ,classy,IN_AMBIENCE
VbzoVWEPSfzaIGBq4KlVwQ,casual,IN_AMBIENCE
z9i9Tym7T64lMDg70Ii9hw,casual,IN_AMBIENCE
Tr-8_aJ7VgywoRk3sMC4Ww,casual,IN_AMBIENCE
SRg4QRR7xQrZ6cp9u8VX9g,classy,IN_AMBIENCE
nTIbCcAYMRrzUm29h0dk8Q,casual,IN_AMBIENCE
XIBoAKSB52c3BYXnbLpgaA,trendy,IN_AMBIENCE
XIBoAKSB52c3BYXnbLpgaA,casual,IN_AMBIENCE
h9tUG_bLdX30YAED9q0Fsg,casual,IN_AMBIENCE
bS6aPaOR0X6OH4eFeEeUfw,classy,IN_AMBIENCE
f3qKagX8q2lnz1O6Ulck7w,casual,IN_AMBIENCE
iR5MI7ch9z3AYiqxBVLJLw,classy,IN_AMBIENCE
9zOydjYJlIqsnJYtWDNP-A,casual,IN_AMBIENCE
P9pwQW2d-M1YgYQH71K-qw,classy,IN_AMBIENCE
P9pwQW2d-M1YgYQH71K-qw,casual,IN_AMBIENCE
ZlOWflwsH8mMtyMlQgYWZw,intimate,IN_AMBIENCE
aAslC0l5mZB8oJNbld0byA,casual,IN_AMBIENCE
rDy9qZZEq-mbKExVQNTaqQ,classy,IN_AMBIENCE
rDy9qZZEq-mbKExVQNTaqQ,casual,IN_AMBIENCE
_95ZY2UZrasSfuoDD_E1YA,casual,IN_AMBIENCE
f5KbR9Ty05qgJvFbMm7fjA,intimate,IN_AMBIENCE
f5KbR9Ty05qgJvFbMm7fjA,classy,IN_AMBIENCE
