User:ID(User),:LABEL,name,review_count,yelping_since,useful,fans,average_stars
hwB9QTmjZRd48mbGPcnw8Q,User,Alison,199,2011-04-16 21:03:24,640,29,3.57
z5ph1rsPEt8cfhQTKgjcCA,User,Karin,129,2009-11-16 11:04:47,109,3,3.63
cIWoWd9QVJaEZ9JhjhBeCw,User,Brian,23,2011-07-17 13:36:47,23,3,4.26
JBL7iQLiLp7dlPqfw0V_cA,User,Celeste,4,2010-12-20 21:47:37,7,0,4.25
pqSn2aLMq0fN88OVsJTZAw,User,Cris,42,2010-06-12 16:30:53,57,5,4.14
5kcLlhJPLJL_GLwrAdbZAA,User,Clare,438,2008-12-20 00:19:50,753,36,3.76
SAHs-a4mY8kIYNKUyG1cXQ,User,Susi,22,2010-07-20 19:40:53,5,1,4.57
Kz51YrQDswLIwjyb8egk1w,User,Danny,18,2010-04-28 03:22:53,16,1,4.83
AVMGbV6GR7W4Hxt52R3-tQ,User,MandA,1114,2011-01-23 02:33:20,1867,67,3.56
ZRvvVry1di5rWISoy6EA5A,User,Akash,154,2009-02-24 18:16:26,131,5,3.75
xd_mrTMdvZ0Dw3m9TSQDGg,User,Steve,110,2011-04-28 07:17:04,308,6,2.99
TwVexh6pnRrUJ-PxH6YxPA,User,Ken,61,2010-12-26 22:23:57,124,3,3.64
XJ3nsxb_fSDxW1FjKdpxuQ,User,Kate,130,2012-02-26 22:03:31,414,33,3.79
7r6bpZ3i5TVtwnSBLnlJ7A,User,Alisha,335,2010-11-13 17:19:20,266,11,3.88
EQpFHqGT9Tk6YSwORTtwpg,User,Alex,731,2012-07-08 20:24:04,1077,58,3.96
DG7fYMcTdl0OE6B2mRfqMA,User,John,367,2008-07-24 01:21:32,295,10,3.39
SxxvSAvwZWBNZnGBcUC_IA,User,Lois,67,2008-02-13 00:08:15,38,1,4.22
GZHA7lcWenEd0FGOXRwyTA,User,Andrew,72,2007-07-30 22:45:28,140,0,2.96
cgXKKch7-Wv-nKM_gZBatQ,User,Lissa,617,2010-05-31 22:42:12,748,36,4.12
Y3tD7P0Y0WqzByZoDvnHtA,User,Mister,17,2008-09-20 14:55:54,4,1,3.35
9svW7EJIC8WYyJD1NcZF9w,User,Tim,18,2009-06-03 21:17:42,21,0,4.17
6WQYc6dpwAMvr7G-8wT1lA,User,Crystal,28,2012-06-15 21:55:44,31,2,2.73
e2KzN7_CY_9Wzj_pz5-BhQ,User,Steve,83,2011-12-02 05:40:53,67,0,3.92
vfEEeG8AB2YTQETiFkp1bg,User,Katelyn,24,2012-04-13 01:04:07,22,1,4.28
9nAOhwp9Wy8mEipSLjxbmg,User,Robert,34,2009-12-08 14:57:36,128,1,2.26
Fb3F5qf2DrcTnzrydY7TOw,User,Robby,84,2009-04-30 01:56:13,159,0,3.74
n6BQSsD5cXChXfZkuTO66Q,User,David,208,2009-07-03 00:32:12,104,6,3.39
d9cXwzgKryDYROUL6hTRmQ,User,Matthew,210,2010-05-16 20:18:14,338,16,3.91
iiA_-TkMtemcY3ykYwTyaA,User,Craig,377,2009-06-25 20:02:47,512,19,4.0
9AOHUl6wRpIxTiBq31yLaw,User,Parul,14,2011-01-18 02:35:07,35,0,3.43
6ZOKULlkaWVB3zLTIeV-UA,User,Scott,3,2009-08-09 20:52:04,2,0,3.0
_K1Xm_EeiLKr1jWmwleNLw,User,Meg,81,2011-07-18 13:47:39,47,2,3.87
_O7fjvu2IicK3XnsL05qrw,User,Benson,12,2012-05-24 15:30:21,18,1,3.67
ecwkjP-3rpycVlLi287JNg,User,Molly,109,2012-07-11 18:36:15,398,18,3.98
ulSJonL748r7a1W-t53z9w,User,Rafael,49,2010-01-21 21:50:48,74,3,3.87
FPf6qUtpQFvN0wTP5k2sTQ,User,Fred,32,2009-03-10 01:26:53,42,0,4.14
NMOxipsnXc6olWdHYzXiYA,User,Courtney,547,2009-11-07 15:29:50,1606,65,3.84
TA_7dlpIA5rGx-oiyhiAIA,User,Matt,25,2011-09-20 21:24:10,57,0,4.68
OjLVwti40Lz_kp8Ys2Y79A,User,Matt,18,2010-05-19 21:47:20,18,0,3.89
oxJJ0N82GFZeBCxBi6vH1A,User,Harry,765,2012-01-16 23:51:16,1041,34,3.71
xXYNgEWnjaim2byFGLex-w,User,Tim,36,2011-11-14 02:23:33,26,0,4.68
vFIIeMEHtBQdApYCLF73AA,User,Isabella,60,2011-05-18 06:28:09,99,4,3.61
FTHW-kxgjCpGWyokA6TuXg,User,Drew,2,2011-01-28 21:50:31,3,0,5.0
KdGGV9cAFMk7v_7BsWObag,User,Kendall,22,2011-07-10 16:40:21,36,0,3.82
8j0ekVUxdDzmiy_KAJ5stg,User,Jon,156,2012-01-24 12:05:53,93,11,3.74
gNJNxucGoZ31nlH74EQpPg,User,Sam,181,2009-05-29 03:25:08,280,20,3.53
RKULSOrIvvYpDmtuYXEXzA,User,Phil,159,2011-09-28 15:04:12,793,33,3.86
YbmUS_aqTeCObH_B0Un_RQ,User,MM,46,2008-03-21 23:54:03,47,2,4.09
b1mfXiWtmITKbzkjtVUxBA,User,Bill,49,2010-02-27 13:54:45,85,2,4.12
EAbIqLHVlEZmeJxzJPCmHQ,User,Adam,247,2011-11-18 18:50:03,577,14,3.3
k0Oj7z88jaKF1l1Y92fPaA,User,David,361,2010-08-06 00:38:20,373,19,3.47
-J_wra_v8PaPfy2r4_LHiw,User,Benjamin,114,2011-06-02 23:09:27,179,6,3.69
GKDBQxitZ14_rN4jPWT5jg,User,Katherine,87,2011-07-16 15:53:41,91,8,3.96
PyTg7Np9pZZsaNdRqdiYIw,User,Fransisca,629,2012-07-25 23:40:49,1424,49,3.81
yIXLkXiXdP7EvdLDKB3cxg,User,Nancy,1020,2011-07-12 02:17:48,2706,84,3.59
8sSu2zx6fK5nCSUrOiYUSQ,User,Jaime,69,2009-01-26 16:55:38,104,5,3.99
6HR289JzSmkaDnTUSr_RFg,User,Laurie,26,2009-06-27 21:46:52,33,0,3.5
rgWNZNIr5cVft98hdzCFqA,User,Rick,126,2011-07-15 17:02:34,48,1,4.11
QrbVXDB120omUG2bINhGBQ,User,Louis,113,2011-11-08 19:06:33,106,5,3.6
QVBE8ixEbu6hJbAJ7GJVbQ,User,Gavin,73,2011-01-05 07:01:34,84,1,3.78
zfD3xhVNkGJs-AOOSslqtQ,User,Karen,762,2009-11-24 13:24:17,745,25,3.61
mKoQi0-lXExGi8aVQfVPTQ,User,Carla,45,2010-08-30 01:22:39,32,0,4.13
hTGfpEMz9bHyMJrAEHDsVQ,User,Jimmy,43,2011-07-28 17:52:14,28,0,3.81
2w3n1L1HbwmGik2Bsc9LeA,User,Johnny,36,2010-11-03 05:38:19,23,0,4.0
DNEvAmXxvwJoVrkkNzxdIg,User,Megan,71,2008-07-14 02:26:54,161,2,4.14
9Nx0VL4f_8K6V6yfFLue1Q,User,Gabe,752,2012-05-14 18:10:45,1752,38,3.59
UNCzpD2SIDOPO92MLvvkqA,User,Patty,83,2009-10-22 20:10:28,78,3,3.95
5py7HurGiQkg5hKwelk3HA,User,Patrick,22,2009-08-07 12:52:07,11,1,4.48
8xeJvTH12-sWcL9fUgCtQw,User,Connie,55,2011-06-18 04:45:20,32,2,4.12
6htv95HNSKIJc9wtFO0eiw,User,Jessica,121,2009-10-08 20:42:20,168,4,4.13
wWcmdYbMzFqKE5brhwFkPg,User,Heather,8,2012-10-26 03:15:09,8,0,4.0
QOHLuv8VI1rueyqPQXy_Qg,User,Kevin,72,2011-03-11 20:09:53,53,7,3.56
y1XGouRN17vA3pdb6tI02g,User,Bradley,81,2011-06-17 17:08:15,40,1,3.61
WoKCLSctS7G2547xKcED-Q,User,Stacie,590,2012-01-26 08:17:31,1568,32,3.98
OHBQQGszl8bhxiZV8DMLtw,User,Jen,37,2009-05-11 17:20:08,75,2,3.36
lCGjAMqFH73aisr6aYB-XQ,User,Mike,24,2011-03-06 20:11:02,20,1,3.96
aTmDh2aGyBwTGBkuEy3y9w,User,Vanessa,122,2011-03-31 03:29:33,114,2,3.82
oztQWzzz1IVlU8yCYLsk3g,User,Frank,48,2011-04-08 23:45:07,60,3,3.6
1TFnKi8tL1mygXHGv2zvwg,User,Jack,154,2011-04-22 00:37:23,68,2,4.17
CYlKVYqh-hYRfCxQLTUBTA,User,Mike,20,2009-11-08 20:07:19,30,0,4.2
f97PdSXx77rtDI_pqPpVMQ,User,Rebecca,14,2007-03-17 20:57:01,24,0,3.94
_8r4kfC4ijs5q2Zn9feIBA,User,Eric,409,2010-04-29 21:58:19,289,9,3.48
KXuIfkteRh1clnljH6KdUg,User,Kevin,43,2012-05-28 14:52:24,40,1,4.28
0Ce-iZttI9NFAuQJ1qWsBw,User,Cathy,94,2011-01-22 12:05:54,75,1,3.75
tK8eUmN0_y62XXtyenfILw,User,Donna,33,2010-03-12 23:26:47,69,2,3.55
uOYFs8JdmwRE16Yr9oM3kQ,User,Beth,177,2010-09-05 18:44:45,154,1,3.52
ig5JXA5DKuaZ0OuaQSl8jA,User,Leah,22,2010-11-27 17:04:56,16,1,4.73
iI4JyhpXHbNUW8cXSI1bIQ,User,Scott,89,2009-02-28 01:23:51,99,3,3.61
rijTi0IGn8u9rgLe9pvPgw,User,Jennifer,60,2009-01-25 14:30:12,217,3,3.24
nRpUQsLfGWBJ8u7gcj6qzA,User,Laith,149,2011-08-03 14:49:35,135,5,4.35
yTuxr5PGZjvG2-DHbc91CA,User,Dan,35,2010-02-16 00:03:21,19,1,4.11
RxC2Vxewz3Oj8DF1BnQZ6Q,User,Rahul,8,2010-12-16 21:31:06,4,0,3.25
yHEYyiaR1aNt3CEt9sBvgA,User,Art,59,2012-03-18 18:16:27,68,0,3.07
-TLXQfY2lZ6DVWQj4BosxQ,User,Herbie,535,2012-01-15 02:05:22,1032,28,4.24
Zpb3qkFUeQOY5e8ZrNeGaQ,User,stephanie,62,2010-06-03 19:42:37,79,4,3.75
9KulUNPJKt0Z_XR2dJxwNA,User,Seth,33,2011-10-05 18:55:53,56,0,3.0
PaakfMJlSFExcYvX6_oRAQ,User,Jessie,8,2011-11-07 22:04:20,17,1,4.44
Q1hMFc9HKoOam-GDwTgXQA,User,Chelsea,73,2012-01-26 17:38:04,94,1,3.76
saNVAQHsXLF0EmU5Q9Ofew,User,Kathryn,49,2012-03-05 23:20:53,65,1,3.65
3e8jpz0axiPJhc-mR_zSxw,User,Pete,401,2008-12-26 18:38:17,273,13,3.82
L3oQUMEwPWgP5imexgBz5g,User,Colin,574,2010-12-18 14:24:45,932,37,3.82
UKjsdQvypama0X_henp77A,User,Neha,187,2012-01-27 19:24:06,199,17,4.02
cmudX8G-zgbXoJJdK25X5Q,User,David,236,2009-03-07 23:38:39,316,5,4.41
srETv2HpH9fQ-7wCvCAQng,User,Mikki,64,2011-06-28 03:21:09,93,2,3.93
ZUxCA66rEFtwf0fwDDdyhA,User,Yari,130,2011-08-05 00:34:39,93,4,3.59
brJrrPQkKEKoP4OHa9bfIw,User,Mary,42,2011-01-30 20:02:07,25,2,4.7
WfBe3uL225QWCqzLzc-Jxg,User,Jamie,202,2012-05-29 19:16:48,235,10,3.89
7ZauzmeTHuR-8FqnmJbOtA,User,Michelle,282,2011-05-14 21:46:27,2068,88,3.94
sFvakrs9kmhCgtwzYc3Xig,User,J,15,2011-07-26 21:03:56,16,0,2.93
AW2cimP0kAlKiNs4iEwa7A,User,Ed,125,2013-02-05 16:00:27,177,11,4.2
1A0zd56jS9AFuXFPS5JmUg,User,Will,327,2010-04-20 23:21:46,481,9,3.69
xXoc8NO_MXq4zHX_N9a0KA,User,Marie,102,2013-02-26 18:55:19,257,7,3.74
YqiMF5KzIw8xP494HNuKdw,User,Jude,634,2011-09-08 15:22:33,725,27,3.75
C0jzp_VQWpUj4TWSn3tyxg,User,Deborah,11,2009-06-12 00:03:58,16,0,2.54
SMKtHmMNVhHdmsCD_qwD2Q,User,Jason,66,2012-07-20 13:12:01,48,0,3.55
2MHjOCm6ACgY4At3h-fB_Q,User,Paul,55,2011-11-20 17:36:18,68,1,4.34
00LBYmpWnIz3s3-lQeEXmg,User,Lottie,885,2010-08-10 14:14:37,436,12,3.55
lCXjKnhrIHk1SKdOlg1aow,User,Adam,16,2011-10-04 02:02:55,26,2,4.25
7qBgGzyf0FbHKC0jiI1J8A,User,Sarah,357,2010-08-31 13:59:22,209,6,4.05
P1KIOyH-BZHBhPy8KaIBHQ,User,Christopher,21,2009-03-15 02:38:29,16,0,4.43
F_tMj-HaKQ25t80A5PIOKQ,User,Anne,13,2011-08-27 00:17:31,9,1,3.4
qubY1K71GWDWbQjTOxGz2w,User,Richard,217,2011-03-07 16:47:36,322,9,3.65
gXpVmuIiaVJrskxQ0eDj3Q,User,Kashif,95,2012-08-03 00:03:05,89,1,4.29
1sM5QWktEzTUcBlP4CVWXg,User,Larisa,15,2011-08-13 01:10:19,13,0,4.33
qEv3LrfTm95_VJfU0hFQwA,User,Mikee,1075,2011-11-23 13:52:00,1214,20,3.97
AWds-yeOWt0MTG9gEZf0Gw,User,Solomon,166,2013-01-03 18:28:46,347,5,3.41
Z6v5LyRoCAMg3ZmdlEB9IQ,User,Cam,2,2012-01-15 19:05:02,2,0,3.0
cngKkqpZ0yI5YLMVH1JPWg,User,Lauren,8,2011-07-01 00:20:39,66,0,2.88
lhE2vCJ3aMBnOoMytBmtgw,User,Wawan,11,2011-05-29 14:36:50,12,1,4.33
r4_XcrRt08sADOdIT5ex3A,User,Nicole,454,2011-12-13 18:47:59,301,3,3.71
5mkncwQfS4_0n-vIjQ1oLA,User,Chef Binta M,22,2011-12-29 18:24:52,17,1,2.83
0o35c6XG97rjyUtCcgrN0g,User,Palma,21,2011-07-11 06:54:44,8,2,4.93
lU5qkrFbxZwI6gCQKoPrDA,User,Stacie,258,2010-03-09 05:57:46,360,8,3.49
T6ej7K8uGglcBzJ68yZX1A,User,Jackson,8,2011-11-24 14:13:24,11,1,3.73
4lY0r23vuwBHxVlXty_5CA,User,Bradford,5,2012-12-10 17:02:29,5,0,5.0
xAWmRgn72zqpH9B79Tb5tw,User,Dinah,215,2011-05-15 01:00:37,137,4,3.28
swPvH5F_l_Y8WPluGv0YOg,User,T,72,2009-09-24 00:44:06,69,2,3.3
LfW6kFWMDV0NC6Dl1Xy9Mg,User,Mike,141,2009-11-16 21:15:34,111,4,3.86
vGA5Ucx83Zth0aagzzkKJw,User,Rodge,290,2011-01-23 02:34:06,164,4,4.09
ry8MLWtak_u1B2wBOPDP7A,User,Stephen,78,2009-03-05 17:26:02,91,1,3.66
2Fyj7Z3TfCr-suCzeTADPQ,User,S,132,2010-02-06 04:41:20,297,15,3.41
OLGQ7alK4VKl3YdQk6UF5g,User,Michelle,1402,2010-04-19 19:23:27,6628,177,3.78
gHsfPVqlpik9JqijFQMdlQ,User,Luis,267,2009-06-25 12:08:25,281,9,3.76
iaadcn2lPkv-NDVacmVaFw,User,Larry,311,2010-08-16 01:29:24,139,4,3.87
Te3BwftEFN8C9WxImhfM_g,User,Gwendolyn,986,2011-06-25 17:44:32,880,30,4.11
4O0gxWxrSknXvcUS8BSqZQ,User,Kim,67,2011-01-26 23:21:39,33,0,4.15
hDSskc2p0Vh-xX41FWAvKQ,User,Alice,792,2012-11-05 19:43:10,548,34,4.09
2fW4ccGGcaPmn_HSCPPnpg,User,Todd,196,2009-02-11 17:57:20,100,1,3.91
X7cade4By6ENDk54g7XRtg,User,Lilli,267,2008-12-22 20:50:09,454,26,3.74
sVQuXT7LEvVPe4KvvW69bg,User,joel,104,2011-05-05 21:26:58,111,2,4.08
Otlq_fNtDwREecuBHj_zrg,User,Geoffrey,404,2011-08-14 01:02:38,460,8,3.82
YRWbsCC3eNhTZfjV7e1Cmw,User,Evelyn,102,2010-01-29 22:57:09,45,0,3.75
PGJ4eb-8tmvea3XzqIdc_Q,User,Thy,878,2012-06-13 04:58:21,1425,61,4.3
smzHmgC6NyNa6jbNoc9g-g,User,Joseph,51,2011-02-10 21:15:31,28,2,4.52
zm1NOyq7ullbgTlcMWYmOA,User,Tiffany,14,2011-08-19 12:03:36,15,0,2.4
2jv_2BgGoGUNe9M88hMQaw,User,Ashley,43,2010-01-17 01:56:47,117,5,3.69
z1zEFBJUCMBMrEQKsv2aGg,User,Katie,16,2011-02-25 15:41:53,17,1,4.29
8JJx70lHFHReP7LHcx_ulQ,User,Nicholas,123,2012-03-15 20:43:21,108,5,3.79
wlyqPTGQtKns3l2XpzhO0Q,User,Heather,20,2008-03-19 19:18:48,71,4,3.4
x0pe02mBH5j0bsUbG2q8sA,User,Donald,9,2010-03-11 16:52:23,0,2,4.56
aN53tNId_2eeIgVTpctRbQ,User,Casey,353,2011-03-13 04:44:38,295,11,3.64
yCGd3JQ8v4ZvH1BFh2pWSw,User,Emily,75,2011-11-29 18:25:52,112,6,4.21
GHoG4X4FY8D8L563zzPX5w,User,Hannah,4994,2012-08-22 10:40:50,35077,751,3.78
umdWXChI6Y7o6VeBp7pijg,User,Felicia,198,2009-08-01 15:07:40,352,21,3.98
jAP_EiSAz9r3q7o3ZGAS8g,User,Lauren,132,2008-08-24 20:15:41,148,6,3.91
weVmDqYqax565OAQ9Y08Yw,User,Mark,67,2008-07-08 17:48:15,169,3,2.91
LpAZRF0zjSGZ3CZgUOJiAQ,User,Josh,71,2010-03-19 16:51:34,114,0,2.33
Kz4-pm0IS_UplI6Ii6PEfg,User,Karen,13,2010-10-22 21:12:47,9,0,3.77
MoRtoo6PV2Yy-5-SUx6OeQ,User,Liz,32,2010-08-02 23:40:40,54,1,4.35
w_ulWOjbIYa0seIc87wkdw,User,Anne,96,2008-01-06 22:20:13,151,5,3.7
UFEmuQ2N3k4fE2J3GPDtXQ,User,Rondella,36,2012-08-29 02:31:21,6,0,5.0
-5KBho-rAgjKkBRt15OndA,User,Venu,5,2008-12-09 03:53:06,28,0,3.86
S_qq4WiJgaxgmdclopDXvw,User,Bryson,216,2011-07-20 14:51:15,318,2,4.21
HHtFyuYaWxHvXUzYD_1HYA,User,Nicolas,204,2010-03-25 18:09:28,314,14,3.44
xRaI1T8xgNVuIDK3_nmOnA,User,George,135,2011-12-13 14:38:18,251,16,3.71
LsqPzSHIZM6Wqe_stFXcpw,User,Mike,7,2013-02-12 23:42:04,22,0,2.38
xbzdNYr0N4ofROKkNsxOOA,User,William,6,2011-07-31 20:28:48,1,0,4.0
hgpuW9yIRT5QBjLz7dIlJQ,User,Jen,10,2007-11-25 20:46:35,8,1,4.8
XqdqZp42vROb13XoHCSuvA,User,Karl,19,2011-11-21 14:12:16,10,0,4.26
wVZMFgBWx9_NtOeTVncmZA,User,JerPz,136,2007-10-28 20:54:05,123,3,3.95
foh231OR3lsqyjyoQGYi2g,User,Jon,12,2009-02-16 15:22:30,16,0,4.0
T8swOSCCXgLpdau0KDdkiw,User,Christina,71,2012-04-09 13:31:41,69,4,4.34
qO-kz79nDTbjI8JKd0kc-A,User,Bruiser,89,2008-08-07 18:34:21,177,2,3.15
u92jV0zgxyYBIcJdDbL7aA,User,Jay,925,2010-11-16 10:52:28,2040,66,4.04
CsAyvb1wUHZPDwNAkGggTw,User,Nick,25,2012-04-24 23:20:29,27,0,3.0
iDc5OjNguHRkedTf7Dm2Bw,User,Angela,30,2010-06-19 04:56:41,30,1,4.0
gq1NgzN4HkT2-n38D8lswQ,User,S,107,2009-08-29 02:19:07,161,1,2.87
0jIgFeBFOkt5SJ7weop8Iw,User,Whitley,25,2012-01-19 17:49:45,17,0,3.4
vTpRtybdZ0XoHsgcDe12mA,User,Howard,13,2009-10-20 02:59:39,11,1,4.23
o-0Ml9GmFJIdH8TuBCCyMw,User,Jihad,282,2012-05-10 03:05:12,473,10,3.46
uSGEGZ3D3Op54qItw6gCOA,User,Brian,573,2012-05-29 05:05:05,765,31,3.43
ZHetlfbMxwAdW2Uas-_Oyw,User,Ray,17,2008-09-09 17:57:24,19,0,3.47
yYQRiWUomyMDL4IBQusxdg,User,Krissy,201,2011-08-19 10:56:30,151,7,4.06
sCCJsk38T49wUA12dQzyiA,User,Tatyana,623,2008-02-28 19:53:15,338,13,3.6
Gkm_L_n7dHhmlA8X4Ytxgg,User,Monika,9,2010-08-08 22:21:27,19,0,5.0
edHnXomasF8Wnw8DCnIcKA,User,Imran,107,2012-06-17 17:22:14,77,1,4.26
flRJ56CSuNzrq4UikIPeUw,User,Jennifer,110,2011-04-27 16:23:03,151,4,3.64
GzQptMK8eIbn34p9O_F7sA,User,Keran,49,2010-05-15 15:15:53,97,5,3.62
oszjgx27qBjO_11jVx21sw,User,Diem,132,2010-08-15 07:52:52,130,6,4.51
KMF8lmHGhoTK_NoO88IImg,User,Alex,287,2011-10-04 02:00:55,319,11,3.93
GjVo48jr63RsTg0uwrdkWw,User,Frank,27,2011-08-15 05:02:52,32,1,4.11
i7sSK8wlyGkqG2UjHSyoGg,User,Amanda,19,2010-02-27 20:38:47,22,0,4.11
xfy_Lb4BhhQUt9YZhxkNaw,User,Mel,56,2011-04-21 01:28:22,42,6,3.61
MQi0x9wBikORR6-LgMEpJg,User,Thomas,69,2011-11-29 16:16:52,60,0,3.97
8x1ilRCr6qbSUCVSAQaNIA,User,Cynthia,15,2011-05-12 21:44:42,10,1,4.5
4-lVJUDmcKvknzCzpzNNUA,User,Erin,43,2010-07-11 16:35:27,101,3,4.06
ztj0Iln1_ahMyDu9WXQNeA,User,Dorene,126,2011-11-06 00:10:02,97,7,3.79
IUSDyfv9t2V0G3vrLd9ZVQ,User,Jay,932,2010-09-05 02:27:48,624,15,2.51
yq7xGmbsijNWOBj3CC35eg,User,Les,51,2009-01-11 14:19:20,40,2,4.64
hefsTMvc-iSBsY_Nfa8WCg,User,Katie,25,2012-05-01 01:52:07,49,1,4.0
EtRIQ99hRMBw8f5GvLaiIQ,User,Amanda,38,2007-11-15 14:46:08,44,1,4.08
YyKVOFhn3wHHFbAcx-HyDQ,User,Ron,23,2011-11-01 23:03:20,17,0,3.96
eEmybMNVyZClUYM36hG53g,User,Tisha,380,2011-05-03 18:07:03,388,23,3.52
CKT6GkB75aGZGWuhL43vSA,User,Bradley,67,2009-12-04 16:43:28,29,0,4.04
1xS8Jj23zHx8axIVopG3wA,User,Jeff,269,2010-06-01 22:00:55,154,4,3.49
77_lii-OH7OLUU9ZVwps5w,User,James,21,2011-11-10 19:48:53,31,0,3.48
AKNLGb_5NAs8aslFn4ca9A,User,Jessica,111,2008-01-11 03:17:41,151,3,3.76
imGQirCh-t_Kftb4U7VuUA,User,Matt,501,2011-03-12 14:49:56,1110,29,3.87
94GIPQ3MFZlLt-lon5ZpDQ,User,David,10,2011-07-03 23:26:30,10,0,3.2
8TQ4QWrbS6nKvQAjvQMbug,User,Michele,301,2010-03-16 00:09:45,369,14,3.73
neiXtFkKjFWD7AHNEKjW3g,User,Dan,23,2011-02-14 22:43:58,23,0,3.83
aPjQhfOgTdBwO-DhZzCetw,User,Michael,11,2012-11-03 20:02:41,4,0,3.92
Uv5v7r1eN4XFsKZ2jwn1sg,User,Brian,819,2007-04-30 02:04:40,1056,22,4.04
7yA1eM8IyKFa8zJxQfUFng,User,Bob,504,2011-05-28 19:04:22,590,12,3.7
1rnIRYfGUbi4FSAYDWKrsw,User,Jeremy,8,2012-03-03 03:26:16,15,1,3.38
bnEioqv9m6p-pJGOG4_ujA,User,Stef,59,2011-02-22 01:13:47,51,2,4.25
MyZzcgN51kU1LMJlXtxmmw,User,RT,261,2011-01-04 23:25:27,219,3,3.05
hu1vbx7lqy4Z8nrCKKzWcg,User,Kelly,10,2011-01-31 16:47:12,21,1,3.4
rIGU0h70QMIpVK4QULfxsg,User,Samuel,10,2009-07-18 20:39:21,9,0,3.0
bbtc1OcdwTOsz3i7WwpHGA,User,D Louise,235,2009-02-17 19:04:47,148,2,3.15
24tfgXa2FHMH1mSWmz0CUw,User,Kate,99,2009-02-13 21:11:17,311,7,3.35
KWKXZsjb-45fUyvvpM2ZBg,User,Kam,62,2012-04-29 19:08:40,82,2,3.73
TgH7JBFYVL45fRTMMDlzBw,User,Sha'Ri,92,2012-04-24 02:40:04,66,2,3.19
0yrF14nWVAFeI0fG29a63g,User,Betsy,851,2007-09-19 23:38:40,1245,54,3.86
YPu9UHv2J3sXojHTP4nJ3g,User,C,73,2011-02-03 21:37:50,113,2,3.77
ndTE_hNcEdmnFRWkFHVk3w,User,Weixuan,61,2012-07-12 04:32:31,79,2,4.03
zuZXaTPC7rbeN90lryodJg,User,Joe,20,2008-12-21 21:19:01,61,1,2.91
_R9NM9jk1SYgJMJ4CFjHCQ,User,Lloyd,13,2012-03-16 21:35:54,2,0,2.93
aEHO6VeU84w45eNTBLCEzw,User,Tom,22,2010-08-12 02:45:56,39,4,3.5
i0x6MWNiFLQ2cV3aIVjO5g,User,Wesley,164,2012-12-09 05:22:02,295,14,3.84
Ms0WdXHkOcxuE81klILGWA,User,Steve,3,2011-09-16 12:44:21,8,1,4.33
LJDjijp3I5xJ-ujEsLhjMg,User,Carol,42,2011-04-02 17:41:56,21,0,4.45
gX5SHRpGx3Z6TQF1mg-1vA,User,Scott,46,2011-05-09 16:30:18,56,0,3.36
W9p1qIwl7-hUpGrO2Tj8YA,User,Matt,99,2011-09-09 14:59:42,219,4,3.33
zc7wQeHkJS5tliTg78hjJw,User,Jay,55,2010-08-13 06:08:22,335,22,3.78
QczCdRxNPg08FGbrj9n0VA,User,Matt,350,2011-01-24 18:50:19,755,24,3.17
MLiR5Nph8D9CZQcuhnluLg,User,Sarah,146,2011-06-27 21:26:17,191,3,3.79
576BR4y2dYgF9oeSDY-dkg,User,Andrew,153,2010-08-25 17:02:48,129,2,3.85
wmqsehbFirZPlAluJUakeQ,User,Charles,490,2009-12-28 19:17:01,415,7,3.33
S0k6z0PW1yCGPsr5VnyFKA,User,Jeff,371,2011-11-08 22:43:09,385,19,4.2
52VwCEiFXVcQiCltnAwaRw,User,Alex,294,2011-11-19 22:31:41,561,35,3.71
YImugiFXUz8xTdSNH3KohA,User,Kiki,5,2011-04-04 02:01:37,4,0,2.8
W0RpNR4xBS9PiKQVkNvxnw,User,Miles,27,2011-09-24 03:54:08,32,2,3.53
7zd0tBzdePu-dGurBwW9Yw,User,Joel,835,2011-02-12 21:47:46,515,13,3.64
ZO3Hh2lSFWmiPjDj0Wad5w,User,Stephen,114,2010-09-27 16:20:27,131,2,3.23
btjju1R80JJyoR4YhwI0Uw,User,Joe,12,2011-11-28 03:26:48,26,0,3.33
717WbWR760j3CwMsEbEwmQ,User,Gary,505,2012-05-12 17:59:41,562,17,3.96
-Yc59VoMlMPmx65NY6pCWA,User,S,68,2010-04-16 07:22:40,83,1,4.59
CHohuSHagad3L2goldBQNg,User,Thomas,2,2012-06-01 15:15:53,1,0,5.0
6R5YFJ1WJ0bar-jgN84ZSg,User,Eric,25,2010-10-27 14:42:41,71,1,2.91
NH_sLlnT7glAfCbdfJ95Cw,User,David,16,2012-08-08 22:49:34,14,0,4.24
lN_sKVrvdQA_N58IhpSEyQ,User,Katie,187,2009-10-08 15:31:07,191,7,3.65
Yx0NKAVUjBiNaYEr9icJig,User,Dee,67,2009-04-30 23:44:00,106,1,3.88
8CcBu5xno_eFPAzxA1psDA,User,James,92,2011-03-22 17:54:42,113,2,3.29
cZws9PboC6oDK2SXAvR7vw,User,Samantha,36,2011-10-02 18:02:47,42,1,4.28
ULmcABxZH5LwwmYn7YtgUQ,User,John,76,2010-02-27 02:53:31,116,2,3.49
XhM2A-zndfNiSbtOZVw4pQ,User,Ben,217,2013-02-23 18:58:46,220,11,3.85
nXJsU3qliJ_eBzPk8FjTcw,User,Bren,18,2010-02-05 03:20:28,20,1,4.06
TXjftrkga70cDjJ9SG9MEw,User,Amanda,28,2010-01-20 06:40:54,8,0,3.64
